Angle Index,Angle Middle,Angle Ring,Angle Thumb Index,Angle Thumb Middle,Angle Thumb Ring,Angle Thumb Little,Label
22.36738282,21.61602975,13.89875219,138.1798301,155.1745559,161.5650512,152.0205256,Shikhara
20.43486693,23.19859051,12.72435569,139.4113409,154.6795617,161.8546499,153.172126,Shikhara
21.46576142,22.45505322,14.32271998,139.2380071,155.0187604,161.7944166,155.236614,Shikhara
32.57405713,33.24407929,46.5481577,136.7198526,153.9094372,163.4225235,172.0489111,Shikhara
20.72920752,23.7080616,19.89225705,136.9119213,152.4280668,160.1250835,157.2424924,Shikhara
20.10477863,23.19859051,4.034927516,147.9065247,159.0538955,165.1598336,149.039888,Shikhara
21.44128991,23.46579759,8.889541146,139.1213189,154.4590636,161.1209067,147.778073,Shikhara
22.05257401,11.74563343,19.09608242,134.5558556,151.5699086,149.7918629,150.0514971,Shikhara
22.19545953,13.34596627,27.75097946,130.2363583,148.2405199,147.7489145,156.1799047,Shikhara
23.80509221,16.88679112,25.97641662,133.3624173,151.5690215,152.846672,157.4014617,Shikhara
22.52734056,20.63352425,31.05190382,133.9151149,152.9181195,159.848253,166.0430038,Shikhara
24.22645685,21.01011426,33.98616711,132.6626941,152.6559442,159.4383537,167.3781797,Shikhara
23.77234881,20.94747059,34.15302837,129.7507564,150.4735451,158.2261896,165.983516,Shikhara
21.21525446,25.66283002,29.54694909,134.0655218,152.5004707,162.0409796,166.6643731,Shikhara
31.75691502,31.32869287,45.40947359,133.0585136,150.8261541,160.8310254,169.5416186,Shikhara
23.62937773,25.04020972,32.94661171,129.0724958,151.0631066,162.1423191,168.0558228,Shikhara
24.74830594,26.38238725,36.60430596,127.0928373,149.5497763,160.7829048,168.4789565,Shikhara
23.59538897,28.57731837,38.61843947,122.652214,144.9881859,158.4645328,167.0127788,Shikhara
24.74830594,28.28627617,40.31260015,122.776186,145.5358101,158.0177309,166.6185369,Shikhara
